date,station,PRCP,SNOW,SNWD,TMAX,TMIN,TOBS,WESF,inclement_weather
2018-01-01T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-01T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-01T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-02T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-8.3,-16.1,-12.2,,False
2018-01-03T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-4.4,-13.9,-13.3,,False
2018-01-03T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-4.4,-13.9,-13.3,,False
2018-01-03T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-4.4,-13.9,-13.3,,False
2018-01-04T00:00:00,?,20.6,229.0,inf,5505.0,-40.0,,19.3,True
2018-01-04T00:00:00,?,20.6,229.0,inf,5505.0,-40.0,,19.3,True
2018-01-05T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-01-05T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-01-05T00:00:00,GHCND:USC00280907,14.2,127.0,inf,-4.4,-13.9,-13.9,,True
2018-01-06T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-10.0,-15.6,-15.0,,False
2018-01-07T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-11.7,-17.2,-16.1,,False
2018-01-07T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-08T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-7.8,-16.7,-8.3,,False
2018-01-10T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.0,-7.8,-7.8,,False
2018-01-11T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,4.4,-7.8,1.1,,False
2018-01-12T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,9.4,0.6,7.8,,False
2018-01-12T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-01-12T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-01-12T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,9.4,0.6,7.8,,False
2018-01-12T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,9.4,0.6,7.8,,False
2018-01-13T00:00:00,?,17.5,,,5505.0,-40.0,,,
2018-01-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.2,-11.1,-11.1,,False
2018-01-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.2,-11.1,-11.1,,False
2018-01-15T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-5.0,-11.7,-8.9,,False
2018-01-16T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-9.4,-4.4,,False
2018-01-16T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-9.4,-4.4,,False
2018-01-17T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-01-17T00:00:00,GHCND:USC00280907,3.0,25.0,inf,0.6,-5.0,0.0,,True
2018-01-17T00:00:00,GHCND:USC00280907,3.0,25.0,inf,0.6,-5.0,0.0,,True
2018-01-18T00:00:00,GHCND:USC00280907,1.3,13.0,inf,0.0,-11.1,-8.9,,True
2018-01-18T00:00:00,GHCND:USC00280907,1.3,13.0,inf,0.0,-11.1,-8.9,,True
2018-01-18T00:00:00,GHCND:USC00280907,1.3,13.0,inf,0.0,-11.1,-8.9,,True
2018-01-19T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-11.7,-10.6,,False
2018-01-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-19T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-11.7,-10.6,,False
2018-01-20T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.8,-11.7,0.0,,False
2018-01-21T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.3,-3.3,-2.2,,False
2018-01-22T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-01-23T00:00:00,GHCND:USC00280907,18.0,0.0,-inf,8.9,2.2,5.0,,False
2018-01-23T00:00:00,?,3.3,,,5505.0,-40.0,,,
2018-01-24T00:00:00,GHCND:USC00280907,3.3,0.0,-inf,13.3,3.3,4.4,,False
2018-01-24T00:00:00,?,5.3,,,5505.0,-40.0,,,
2018-01-25T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-25T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,4.4,-6.7,-4.4,,False
2018-01-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,0.0,-7.2,-6.1,,False
2018-01-26T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-26T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-27T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-01-28T00:00:00,GHCND:USC00280907,1.5,0.0,-inf,11.1,-5.0,5.0,,False
2018-01-28T00:00:00,GHCND:USC00280907,1.5,0.0,-inf,11.1,-5.0,5.0,,False
2018-01-30T00:00:00,?,1.5,13.0,inf,5505.0,-40.0,,1.8,True
2018-01-30T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.7,-1.7,-0.6,,False
2018-01-31T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.7,-10.0,-8.9,,False
2018-01-31T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.7,-10.0,-8.9,,False
2018-02-01T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-01T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-02T00:00:00,?,3.8,0.0,-inf,5505.0,-40.0,,,
2018-02-02T00:00:00,?,3.8,0.0,-inf,5505.0,-40.0,,,
2018-02-05T00:00:00,?,21.8,,,5505.0,-40.0,,,
2018-02-05T00:00:00,?,21.8,,,5505.0,-40.0,,,
2018-02-05T00:00:00,GHCND:USC00280907,19.8,,,2.8,-3.9,2.2,,False
2018-02-05T00:00:00,GHCND:USC00280907,19.8,,,2.8,-3.9,2.2,,False
2018-02-05T00:00:00,?,21.8,,,5505.0,-40.0,,,
2018-02-05T00:00:00,GHCND:USC00280907,19.8,,,2.8,-3.9,2.2,,False
2018-02-06T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-08T00:00:00,GHCND:USC00280907,24.4,25.0,inf,3.3,-5.6,-5.6,,True
2018-02-08T00:00:00,GHCND:USC00280907,24.4,25.0,inf,3.3,-5.6,-5.6,,True
2018-02-08T00:00:00,?,24.6,,,5505.0,-40.0,,,
2018-02-09T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-09T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-8.3,-8.3,,False
2018-02-09T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-09T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,-1.1,-8.3,-8.3,,False
2018-02-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,0.0,-8.3,0.0,,False
2018-02-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,0.0,-8.3,0.0,,False
2018-02-10T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,0.0,-8.3,0.0,,False
2018-02-11T00:00:00,GHCND:USC00280907,18.0,0.0,-inf,5.0,0.0,3.3,,False
2018-02-11T00:00:00,?,31.2,,,5505.0,-40.0,,,
2018-02-11T00:00:00,GHCND:USC00280907,18.0,0.0,-inf,5.0,0.0,3.3,,False
2018-02-12T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,13.9,3.3,3.9,,False
2018-02-13T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.6,-5.0,-4.4,,False
2018-02-13T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.6,-5.0,-4.4,,False
2018-02-14T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-02-14T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,2.2,-4.4,0.0,,False
2018-02-14T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-02-15T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-02-15T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,9.4,-0.6,5.0,,False
2018-02-15T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-02-16T00:00:00,?,3.3,,,5505.0,-40.0,,,
2018-02-16T00:00:00,GHCND:USC00280907,3.3,0.0,-inf,13.3,3.3,10.0,,False
2018-02-16T00:00:00,GHCND:USC00280907,3.3,0.0,-inf,13.3,3.3,10.0,,False
2018-02-16T00:00:00,?,3.3,,,5505.0,-40.0,,,
2018-02-17T00:00:00,?,1.5,,,5505.0,-40.0,,,
2018-02-17T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,13.3,-4.4,-3.3,,False
2018-02-18T00:00:00,GHCND:USC00280907,18.8,178.0,inf,3.9,-3.9,0.6,,True
2018-02-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-19T00:00:00,GHCND:USC00280907,0.0,,,5.6,-5.0,-3.3,,False
2018-02-20T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,7.2,-3.3,7.2,,False
2018-02-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,17.8,6.1,12.8,,False
2018-02-22T00:00:00,GHCND:USC00280907,8.6,0.0,-inf,23.9,5.6,5.6,,False
2018-02-22T00:00:00,?,6.1,,,5505.0,-40.0,,,
2018-02-23T00:00:00,GHCND:USC00280907,7.4,0.0,-inf,7.2,1.1,2.2,,False
2018-02-23T00:00:00,GHCND:USC00280907,7.4,0.0,-inf,7.2,1.1,2.2,,False
2018-02-23T00:00:00,?,6.1,,,5505.0,-40.0,,,
2018-02-25T00:00:00,?,21.3,,,5505.0,-40.0,,,
2018-02-25T00:00:00,GHCND:USC00280907,16.5,0.0,-inf,11.1,3.9,4.4,,False
2018-02-26T00:00:00,?,3.0,,,5505.0,-40.0,,,
2018-02-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.6,0.0,0.0,,False
2018-02-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.6,0.0,0.0,,False
2018-02-28T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,12.2,0.0,0.0,,False
2018-02-28T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-02-28T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-01T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,14.4,0.0,3.9,,False
2018-03-01T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,14.4,0.0,3.9,,False
2018-03-01T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,14.4,0.0,3.9,,False
2018-03-01T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,14.4,0.0,3.9,,False
2018-03-03T00:00:00,GHCND:USC00280907,25.4,,,2.8,0.0,1.1,,False
2018-03-03T00:00:00,?,18.0,,,5505.0,-40.0,,,
2018-03-04T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,1.1,2.8,,False
2018-03-04T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,1.1,2.8,,False
2018-03-04T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-05T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.6,-1.1,-1.1,,False
2018-03-05T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-06T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-2.2,-1.7,,False
2018-03-06T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-2.2,-1.7,,False
2018-03-06T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-06T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-2.2,-1.7,,False
2018-03-08T00:00:00,GHCND:USC00280907,48.8,,,1.1,-0.6,1.1,,False
2018-03-08T00:00:00,GHCND:USC00280907,48.8,,,1.1,-0.6,1.1,,False
2018-03-08T00:00:00,?,28.4,,,5505.0,-40.0,,28.7,
2018-03-08T00:00:00,GHCND:USC00280907,48.8,,,1.1,-0.6,1.1,,False
2018-03-09T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-09T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-10T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,4.4,-1.7,0.0,,False
2018-03-10T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-12T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.6,-3.9,-3.9,,False
2018-03-12T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.6,-3.9,-3.9,,False
2018-03-13T00:00:00,GHCND:USC00280907,4.1,51.0,inf,5.6,-3.9,0.0,,True
2018-03-13T00:00:00,?,3.0,13.0,inf,5505.0,-40.0,,3.0,True
2018-03-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-15T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,3.3,-2.2,-0.6,,False
2018-03-15T00:00:00,?,0.3,0.0,-inf,5505.0,-40.0,,,
2018-03-16T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.7,-1.1,-0.6,,False
2018-03-16T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-03-17T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,3.9,-3.9,-3.3,,False
2018-03-17T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-18T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-19T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,5.0,-4.4,-3.3,,False
2018-03-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-19T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-20T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-21T00:00:00,?,6.6,114.0,inf,5505.0,-40.0,,8.6,True
2018-03-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.8,-2.8,0.6,,False
2018-03-21T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,2.8,-2.8,0.6,,False
2018-03-21T00:00:00,?,6.6,114.0,inf,5505.0,-40.0,,8.6,True
2018-03-22T00:00:00,GHCND:USC00280907,17.3,178.0,inf,1.7,-1.7,0.0,,True
2018-03-22T00:00:00,GHCND:USC00280907,17.3,178.0,inf,1.7,-1.7,0.0,,True
2018-03-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,0.0,1.1,,False
2018-03-23T00:00:00,?,1.8,,,5505.0,-40.0,,,
2018-03-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,0.0,1.1,,False
2018-03-25T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-25T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.3,-1.1,-0.6,,False
2018-03-25T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.3,-1.1,-0.6,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-26T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-3.9,-2.2,,False
2018-03-27T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.0,-3.3,-3.3,,False
2018-03-27T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-03-29T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.6,1.7,7.2,,False
2018-03-29T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-03-30T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-03-30T00:00:00,?,0.8,,,5505.0,-40.0,,,
2018-03-31T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-03-31T00:00:00,GHCND:USC00280907,1.0,0.0,-inf,13.3,1.7,2.8,,False
2018-04-02T00:00:00,GHCND:USC00280907,9.1,127.0,inf,12.8,-1.1,-1.1,,True
2018-04-02T00:00:00,?,14.0,152.0,inf,5505.0,-40.0,,15.2,True
2018-04-02T00:00:00,GHCND:USC00280907,9.1,127.0,inf,12.8,-1.1,-1.1,,True
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-03T00:00:00,?,4.8,,,5505.0,-40.0,,,
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-04T00:00:00,GHCND:USC00280907,11.4,0.0,-inf,3.9,-0.6,3.9,,False
2018-04-05T00:00:00,GHCND:USC00280907,0.3,0.0,-inf,11.7,-0.6,-0.6,,False
2018-04-05T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-06T00:00:00,?,0.3,,,5505.0,-40.0,,,
2018-04-07T00:00:00,GHCND:USC00280907,0.8,0.0,-inf,13.9,-1.7,2.8,,False
2018-04-07T00:00:00,?,0.5,,,5505.0,-40.0,,,
2018-04-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-08T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-09T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,6.1,-2.2,-1.7,,False
2018-04-10T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,8.9,-1.7,1.7,,False
2018-04-10T00:00:00,GHCND:USC00280907,0.5,0.0,-inf,8.9,-1.7,1.7,,False
2018-04-11T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,8.9,-3.3,-3.3,,False
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-12T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,10.0,-3.3,2.2,,False
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-12T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-13T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-13T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,26.7,11.1,12.8,,False
2018-04-14T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-15T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-17T00:00:00,?,26.2,,,5505.0,-40.0,,,
2018-04-18T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,7.2,2.2,2.8,,False
2018-04-18T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,7.2,2.2,2.8,,False
2018-04-19T00:00:00,?,2.5,,,5505.0,-40.0,,,
2018-04-19T00:00:00,GHCND:USC00280907,6.9,0.0,-inf,11.1,2.8,3.9,,False
2018-04-19T00:00:00,?,2.5,,,5505.0,-40.0,,,
2018-04-20T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,7.8,1.7,1.7,,False
2018-04-22T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,15.6,4.4,7.8,,False
2018-04-22T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-22T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,15.6,4.4,7.8,,False
2018-04-22T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-23T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,18.3,1.1,1.7,,False
2018-04-24T00:00:00,?,0.0,0.0,-inf,5505.0,-40.0,,,
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-25T00:00:00,GHCND:USC00280907,10.2,0.0,-inf,18.9,2.2,10.6,,False
2018-04-26T00:00:00,GHCND:USC00280907,28.4,0.0,-inf,15.0,10.6,12.2,,False
2018-04-26T00:00:00,?,9.1,,,5505.0,-40.0,,,
2018-04-27T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-27T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,20.0,8.9,10.6,,False
2018-04-27T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-28T00:00:00,GHCND:USC00280907,2.8,0.0,-inf,12.8,7.8,9.4,,False
2018-04-28T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-28T00:00:00,?,1.0,,,5505.0,-40.0,,,
2018-04-29T00:00:00,?,8.9,,,5505.0,-40.0,,,
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-29T00:00:00,GHCND:USC00280907,9.4,0.0,-inf,21.1,8.9,8.9,,False
2018-04-30T00:00:00,GHCND:USC00280907,0.0,0.0,-inf,13.3,7.2,7.2,,False
2018-05-01T00:00:00,?,2.0,,,5505.0,-40.0,,,
2018-05-01T00:00:00,GHCND:USC00280907,1.3,0.0,-inf,9.4,3.3,3.9,,False
2018-05-01T00:00:00,?,2.0,,,5505.0,-40.0,,,
